origin,dest,num_flights,time_hour,flight_type,stops,airline,flight_number,arrival_time,aircraft_type,frequency
JFK,DXB,1,1/1/13 07:53,International,1,British Airways,BR625,01/01/13 19:53,Airbus A320,Bi-Weekly
JFK,ORD,1,1/1/13 13:40,Domestic,1,British Airways,BR201,01/01/13 16:10,Airbus A380,Monthly
JFK,BOS,1,1/1/13 12:16,Domestic,1,Delta,DE846,01/01/13 13:46,Boeing 787,Monthly
JFK,MCO,1,1/1/13 12:56,Domestic,2,Qatar Airways,QA297,01/01/13 15:56,Airbus A320,Monthly
JFK,MCO,1,1/1/13 18:20,Domestic,0,JetBlue,JE398,01/01/13 21:20,Boeing 737,Daily
JFK,PVG,1,1/1/13 08:41,International,0,Emirates,EM393,01/01/13 23:41,Boeing 737,Weekly
JFK,CLT,1,1/1/13 16:58,Domestic,1,Emirates,EM991,01/01/13 18:58,Airbus A320,Bi-Weekly
JFK,BOS,1,1/1/13 16:12,Domestic,1,JetBlue,JE320,01/01/13 17:42,Airbus A320,Weekly
JFK,ORD,1,1/1/13 18:05,Domestic,1,American Airlines,AM802,01/01/13 20:35,Boeing 787,Daily
JFK,CDG,1,1/1/13 07:37,International,2,American Airlines,AM342,01/01/13 15:07,Airbus A320,Bi-Weekly
JFK,MCO,1,1/1/13 07:36,Domestic,1,Air France,AI852,01/01/13 10:36,Boeing 777,Monthly
JFK,ATL,1,1/1/13 13:17,Domestic,1,Lufthansa,LU387,01/01/13 15:17,Embraer 190,Monthly
JFK,CDG,1,1/1/13 17:33,International,0,Qatar Airways,QA231,01/02/13 01:03,Airbus A380,Weekly
JFK,CLT,1,1/1/13 12:23,Domestic,2,American Airlines,AM561,01/01/13 14:23,Airbus A320,Monthly
JFK,GRU,1,1/1/13 17:55,International,1,JetBlue,JE342,01/02/13 03:55,Embraer 190,Bi-Weekly
JFK,SYD,1,1/1/13 16:05,International,0,Emirates,EM692,01/02/13 12:05,Boeing 777,Monthly
JFK,HND,1,1/1/13 14:43,International,1,Delta,DE729,01/02/13 04:43,Boeing 787,Weekly
JFK,ATL,1,1/1/13 07:21,Domestic,0,Air France,AI468,01/01/13 09:21,Airbus A380,Bi-Weekly
JFK,CLT,1,1/1/13 06:59,Domestic,2,British Airways,BR184,01/01/13 08:59,Boeing 737,Bi-Weekly
JFK,MCO,1,1/1/13 06:58,Domestic,0,JetBlue,JE599,01/01/13 09:58,Boeing 787,Daily
JFK,PVG,1,1/1/13 16:01,International,0,British Airways,BR229,01/02/13 07:01,Boeing 787,Daily
JFK,MCO,1,1/1/13 06:22,Domestic,0,United,UN444,01/01/13 09:22,Airbus A320,Monthly
JFK,BOS,1,1/1/13 06:21,Domestic,1,British Airways,BR753,01/01/13 07:51,Boeing 777,Daily
JFK,PVG,1,1/1/13 16:38,International,1,Qatar Airways,QA620,01/02/13 07:38,Boeing 787,Monthly
JFK,ORD,1,1/1/13 15:29,Domestic,2,Air France,AI620,01/01/13 17:59,Boeing 787,Bi-Weekly
JFK,MCO,1,1/1/13 06:41,Domestic,0,Lufthansa,LU849,01/01/13 09:41,Boeing 777,Daily
JFK,SYD,1,1/1/13 13:13,International,2,British Airways,BR255,01/02/13 09:13,Airbus A320,Daily
JFK,FRA,1,1/1/13 12:52,International,1,United,UN394,01/01/13 20:52,Airbus A320,Daily
JFK,FRA,1,1/1/13 06:51,International,2,Delta,DE506,01/01/13 14:51,Boeing 737,Monthly
JFK,ORD,1,1/1/13 17:13,Domestic,2,JetBlue,JE262,01/01/13 19:43,Airbus A320,Bi-Weekly
JFK,ATL,1,1/1/13 14:37,Domestic,1,British Airways,BR532,01/01/13 16:37,Embraer 190,Bi-Weekly
JFK,BOS,1,1/1/13 18:53,Domestic,0,American Airlines,AM271,01/01/13 20:23,Boeing 787,Daily
JFK,FRA,1,1/1/13 08:05,International,2,Delta,DE690,01/01/13 16:05,Airbus A320,Daily
JFK,CLT,1,1/1/13 16:22,Domestic,2,United,UN808,01/01/13 18:22,Airbus A320,Daily
JFK,CLT,1,1/1/13 16:34,Domestic,1,JetBlue,JE386,01/01/13 18:34,Airbus A320,Bi-Weekly
JFK,ATL,1,1/1/13 15:27,Domestic,2,British Airways,BR573,01/01/13 17:27,Airbus A320,Daily
JFK,SYD,1,1/1/13 15:11,International,0,Emirates,EM180,01/02/13 11:11,Airbus A320,Daily
JFK,GRU,1,1/1/13 13:14,International,1,British Airways,BR604,01/01/13 23:14,Embraer 190,Bi-Weekly
JFK,ORD,1,1/1/13 12:09,Domestic,0,Qatar Airways,QA937,01/01/13 14:39,Airbus A320,Weekly
JFK,BOS,1,1/1/13 06:17,Domestic,0,JetBlue,JE547,01/01/13 07:47,Boeing 737,Daily
JFK,CDG,1,1/1/13 14:50,International,2,Lufthansa,LU987,01/01/13 22:20,Boeing 777,Monthly
JFK,MCO,1,1/1/13 07:56,Domestic,0,Lufthansa,LU834,01/01/13 10:56,Boeing 737,Daily
JFK,ORD,1,1/1/13 17:33,Domestic,1,British Airways,BR215,01/01/13 20:03,Embraer 190,Bi-Weekly
JFK,MCO,1,1/1/13 15:36,Domestic,0,American Airlines,AM165,01/01/13 18:36,Boeing 777,Bi-Weekly
JFK,AMS,1,1/1/13 15:03,International,2,Emirates,EM416,01/01/13 22:33,Boeing 777,Weekly
JFK,LHR,1,1/1/13 13:49,International,1,United,UN460,01/01/13 20:49,Airbus A320,Weekly
JFK,HND,1,1/1/13 16:06,International,2,Air France,AI994,01/02/13 06:06,Boeing 737,Monthly
JFK,ATL,1,1/1/13 12:49,Domestic,2,Qatar Airways,QA668,01/01/13 14:49,Airbus A380,Bi-Weekly
JFK,DXB,1,1/1/13 14:29,International,0,British Airways,BR581,01/02/13 02:29,Boeing 737,Monthly
JFK,PVG,1,1/1/13 13:08,International,0,Emirates,EM771,01/02/13 04:08,Embraer 190,Weekly
JFK,ATL,1,1/1/13 17:02,Domestic,0,United,UN123,01/01/13 19:02,Boeing 737,Weekly
JFK,PVG,1,1/1/13 13:29,International,0,British Airways,BR330,01/02/13 04:29,Boeing 787,Daily
JFK,ORD,1,1/1/13 08:15,Domestic,0,Qatar Airways,QA467,01/01/13 10:45,Boeing 777,Bi-Weekly
JFK,ORD,1,1/1/13 13:11,Domestic,0,American Airlines,AM153,01/01/13 15:41,Boeing 777,Bi-Weekly
JFK,CDG,1,1/1/13 07:51,International,2,British Airways,BR402,01/01/13 15:21,Embraer 190,Weekly
JFK,ORD,1,1/1/13 06:08,Domestic,1,British Airways,BR294,01/01/13 08:38,Embraer 190,Daily
JFK,ORD,1,1/1/13 18:25,Domestic,0,British Airways,BR948,01/01/13 20:55,Airbus A320,Bi-Weekly
JFK,DXB,1,1/1/13 07:54,International,2,JetBlue,JE529,01/01/13 19:54,Embraer 190,Bi-Weekly
JFK,MCO,1,1/1/13 06:59,Domestic,1,British Airways,BR124,01/01/13 09:59,Boeing 737,Daily
JFK,ORD,1,1/1/13 08:09,Domestic,1,United,UN384,01/01/13 10:39,Boeing 777,Bi-Weekly
JFK,LHR,1,1/1/13 06:16,International,0,Air France,AI548,01/01/13 13:16,Airbus A320,Weekly
JFK,MCO,1,1/1/13 07:17,Domestic,2,JetBlue,JE515,01/01/13 10:17,Airbus A320,Bi-Weekly
JFK,ATL,1,1/1/13 18:21,Domestic,1,American Airlines,AM703,01/01/13 20:21,Embraer 190,Daily
JFK,BOS,1,1/1/13 06:11,Domestic,2,British Airways,BR309,01/01/13 07:41,Boeing 787,Bi-Weekly
JFK,CLT,1,1/1/13 07:45,Domestic,1,American Airlines,AM429,01/01/13 09:45,Boeing 737,Weekly
JFK,MCO,1,1/1/13 13:38,Domestic,1,United,UN215,01/01/13 16:38,Airbus A380,Weekly
JFK,PVG,1,1/1/13 15:31,International,0,Lufthansa,LU504,01/02/13 06:31,Airbus A320,Daily
JFK,MCO,1,1/1/13 06:34,Domestic,2,Qatar Airways,QA696,01/01/13 09:34,Embraer 190,Weekly
JFK,FRA,1,1/1/13 16:53,International,2,JetBlue,JE138,01/02/13 00:53,Boeing 737,Weekly
JFK,SYD,1,1/1/13 17:48,International,1,Lufthansa,LU530,01/02/13 13:48,Embraer 190,Bi-Weekly
JFK,ORD,1,1/1/13 08:18,Domestic,1,Air France,AI835,01/01/13 10:48,Embraer 190,Bi-Weekly
JFK,LHR,1,1/1/13 13:53,International,2,Lufthansa,LU332,01/01/13 20:53,Airbus A380,Monthly
JFK,ATL,1,1/1/13 15:24,Domestic,2,Air France,AI415,01/01/13 17:24,Embraer 190,Weekly
JFK,BOS,1,1/1/13 06:10,Domestic,2,United,UN443,01/01/13 07:40,Airbus A320,Bi-Weekly
JFK,SYD,1,1/1/13 07:45,International,1,Qatar Airways,QA205,01/02/13 03:45,Boeing 777,Bi-Weekly
JFK,ORD,1,1/1/13 16:31,Domestic,0,British Airways,BR999,01/01/13 19:01,Boeing 787,Bi-Weekly
JFK,ATL,1,1/1/13 16:24,Domestic,0,Delta,DE815,01/01/13 18:24,Boeing 787,Daily
JFK,CLT,1,1/1/13 07:32,Domestic,1,Lufthansa,LU368,01/01/13 09:32,Boeing 737,Monthly
JFK,ORD,1,1/1/13 13:06,Domestic,2,JetBlue,JE940,01/01/13 15:36,Boeing 777,Monthly
JFK,ORD,1,1/1/13 13:14,Domestic,2,American Airlines,AM439,01/01/13 15:44,Boeing 777,Weekly
JFK,CLT,1,1/1/13 16:57,Domestic,2,Emirates,EM486,01/01/13 18:57,Boeing 777,Daily
JFK,ORD,1,1/1/13 06:13,Domestic,2,American Airlines,AM524,01/01/13 08:43,Embraer 190,Bi-Weekly
JFK,MCO,1,1/1/13 17:55,Domestic,0,JetBlue,JE788,01/01/13 20:55,Boeing 777,Daily
JFK,ORD,1,1/1/13 07:44,Domestic,2,Lufthansa,LU295,01/01/13 10:14,Airbus A320,Bi-Weekly
JFK,BOS,1,1/1/13 15:48,Domestic,1,JetBlue,JE135,01/01/13 17:18,Embraer 190,Daily
JFK,CLT,1,1/1/13 08:09,Domestic,0,Air France,AI692,01/01/13 10:09,Boeing 787,Monthly
JFK,CDG,1,1/1/13 14:53,International,0,Delta,DE986,01/01/13 22:23,Boeing 777,Monthly
JFK,MCO,1,1/1/13 08:53,Domestic,2,British Airways,BR207,01/01/13 11:53,Airbus A380,Daily
JFK,MCO,1,1/1/13 16:46,Domestic,0,Air France,AI304,01/01/13 19:46,Boeing 737,Bi-Weekly
JFK,ATL,1,1/1/13 08:48,Domestic,2,Air France,AI819,01/01/13 10:48,Airbus A320,Bi-Weekly
JFK,BOS,1,1/1/13 17:42,Domestic,0,Qatar Airways,QA848,01/01/13 19:12,Airbus A380,Weekly
JFK,ORD,1,1/1/13 18:48,Domestic,1,Air France,AI655,01/01/13 21:18,Airbus A380,Monthly
JFK,CLT,1,1/1/13 08:31,Domestic,1,Lufthansa,LU131,01/01/13 10:31,Boeing 737,Monthly
JFK,SYD,1,1/1/13 18:48,International,0,JetBlue,JE999,01/02/13 14:48,Embraer 190,Weekly
JFK,ATL,1,1/1/13 12:57,Domestic,0,British Airways,BR374,01/01/13 14:57,Boeing 777,Daily
JFK,PVG,1,1/1/13 07:20,International,0,United,UN999,01/01/13 22:20,Airbus A380,Monthly
JFK,ATL,1,1/1/13 17:19,Domestic,2,British Airways,BR983,01/01/13 19:19,Embraer 190,Daily
JFK,BOS,1,1/1/13 13:03,Domestic,2,Delta,DE546,01/01/13 14:33,Boeing 787,Weekly
JFK,MCO,1,1/1/13 14:03,Domestic,2,Qatar Airways,QA235,01/01/13 17:03,Airbus A320,Daily
JFK,GRU,1,1/1/13 18:38,International,2,United,UN322,01/02/13 04:38,Airbus A380,Monthly
JFK,ORD,1,1/1/13 18:04,Domestic,0,British Airways,BR815,01/01/13 20:34,Airbus A320,Monthly
JFK,BOS,1,1/1/13 08:36,Domestic,1,Lufthansa,LU286,01/01/13 10:06,Airbus A320,Bi-Weekly
JFK,ORD,1,1/1/13 13:05,Domestic,2,Qatar Airways,QA543,01/01/13 15:35,Boeing 787,Bi-Weekly
JFK,YYZ,1,1/1/13 18:43,International,2,JetBlue,JE303,01/01/13 20:13,Boeing 737,Monthly
JFK,BOS,1,1/1/13 06:10,Domestic,2,Delta,DE623,01/01/13 07:40,Boeing 737,Weekly
JFK,ORD,1,1/1/13 06:41,Domestic,2,JetBlue,JE950,01/01/13 09:11,Boeing 777,Bi-Weekly
JFK,AMS,1,1/1/13 07:45,International,1,Emirates,EM204,01/01/13 15:15,Boeing 787,Weekly
JFK,ORD,1,1/1/13 16:27,Domestic,0,British Airways,BR254,01/01/13 18:57,Airbus A380,Daily
JFK,LHR,1,1/1/13 17:12,International,0,Air France,AI372,01/02/13 00:12,Embraer 190,Bi-Weekly
JFK,ORD,1,1/1/13 15:11,Domestic,0,American Airlines,AM838,01/01/13 17:41,Airbus A380,Monthly
JFK,MCO,1,1/1/13 14:16,Domestic,0,JetBlue,JE598,01/01/13 17:16,Airbus A380,Daily
JFK,CLT,1,1/1/13 06:52,Domestic,0,United,UN565,01/01/13 08:52,Boeing 737,Bi-Weekly
JFK,CDG,1,1/1/13 15:05,International,1,American Airlines,AM191,01/01/13 22:35,Boeing 777,Weekly
JFK,MCO,1,1/1/13 15:55,Domestic,0,JetBlue,JE929,01/01/13 18:55,Embraer 190,Bi-Weekly
JFK,DXB,1,1/1/13 13:34,International,0,British Airways,BR156,01/02/13 01:34,Airbus A380,Monthly
JFK,ATL,1,1/1/13 12:16,Domestic,2,JetBlue,JE160,01/01/13 14:16,Airbus A380,Daily
JFK,PVG,1,1/1/13 14:32,International,1,JetBlue,JE478,01/02/13 05:32,Airbus A320,Daily
JFK,ORD,1,1/1/13 07:29,Domestic,1,JetBlue,JE965,01/01/13 09:59,Airbus A320,Daily
JFK,PVG,1,1/1/13 12:35,International,0,United,UN337,01/02/13 03:35,Airbus A380,Weekly
JFK,ORD,1,1/1/13 16:18,Domestic,0,United,UN715,01/01/13 18:48,Boeing 787,Bi-Weekly
JFK,CLT,1,1/1/13 07:53,Domestic,2,Lufthansa,LU176,01/01/13 09:53,Boeing 777,Monthly
JFK,ATL,1,1/1/13 17:37,Domestic,1,JetBlue,JE720,01/01/13 19:37,Embraer 190,Daily
JFK,MCO,1,1/1/13 17:27,Domestic,0,Emirates,EM979,01/01/13 20:27,Airbus A380,Monthly
JFK,MCO,1,1/1/13 08:57,Domestic,2,British Airways,BR378,01/01/13 11:57,Boeing 787,Weekly
JFK,MCO,1,1/1/13 17:32,Domestic,2,British Airways,BR604,01/01/13 20:32,Embraer 190,Weekly
JFK,ORD,1,1/1/13 12:26,Domestic,0,Air France,AI988,01/01/13 14:56,Boeing 737,Monthly
JFK,ATL,1,1/1/13 12:59,Domestic,2,Lufthansa,LU166,01/01/13 14:59,Embraer 190,Bi-Weekly
JFK,BOS,1,1/1/13 06:11,Domestic,2,Delta,DE589,01/01/13 07:41,Airbus A380,Bi-Weekly
JFK,ATL,1,1/1/13 08:19,Domestic,0,American Airlines,AM609,01/01/13 10:19,Airbus A380,Weekly
JFK,BOS,1,1/1/13 06:10,Domestic,1,Delta,DE325,01/01/13 07:40,Boeing 787,Weekly
JFK,ORD,1,1/1/13 06:52,Domestic,1,Emirates,EM367,01/01/13 09:22,Airbus A320,Daily
JFK,YYZ,1,1/1/13 16:51,International,2,American Airlines,AM381,01/01/13 18:21,Airbus A380,Monthly
JFK,FRA,1,1/1/13 15:17,International,0,Air France,AI398,01/01/13 23:17,Airbus A380,Weekly
JFK,ORD,1,1/1/13 17:37,Domestic,2,Qatar Airways,QA630,01/01/13 20:07,Boeing 737,Monthly
JFK,PVG,1,1/1/13 14:07,International,1,United,UN387,01/02/13 05:07,Embraer 190,Daily
JFK,ATL,1,1/1/13 16:13,Domestic,1,American Airlines,AM574,01/01/13 18:13,Airbus A320,Monthly
JFK,ATL,1,1/1/13 12:52,Domestic,2,American Airlines,AM905,01/01/13 14:52,Airbus A320,Bi-Weekly
JFK,BOS,1,1/1/13 06:43,Domestic,1,Qatar Airways,QA954,01/01/13 08:13,Embraer 190,Bi-Weekly
JFK,ATL,1,1/1/13 17:25,Domestic,2,JetBlue,JE161,01/01/13 19:25,Boeing 777,Bi-Weekly
JFK,MCO,1,1/1/13 06:22,Domestic,1,Delta,DE654,01/01/13 09:22,Airbus A320,Daily
JFK,ATL,1,1/1/13 13:13,Domestic,1,JetBlue,JE139,01/01/13 15:13,Boeing 737,Bi-Weekly
JFK,MCO,1,1/1/13 12:59,Domestic,0,Air France,AI406,01/01/13 15:59,Airbus A320,Monthly
JFK,ORD,1,1/1/13 16:11,Domestic,1,American Airlines,AM926,01/01/13 18:41,Boeing 737,Monthly
JFK,GRU,1,1/1/13 06:51,International,2,Lufthansa,LU400,01/01/13 16:51,Boeing 787,Daily
JFK,CDG,1,1/1/13 14:05,International,0,British Airways,BR903,01/01/13 21:35,Boeing 777,Daily
JFK,HND,1,1/1/13 15:37,International,1,Emirates,EM285,01/02/13 05:37,Boeing 737,Bi-Weekly
JFK,DXB,1,1/1/13 07:41,International,0,British Airways,BR840,01/01/13 19:41,Airbus A320,Weekly
JFK,ORD,1,1/1/13 17:05,Domestic,2,British Airways,BR826,01/01/13 19:35,Airbus A320,Daily
JFK,ORD,1,1/1/13 07:22,Domestic,1,Delta,DE469,01/01/13 09:52,Embraer 190,Weekly
JFK,HND,1,1/1/13 18:23,International,0,United,UN238,01/02/13 08:23,Airbus A320,Bi-Weekly
JFK,MCO,1,1/1/13 06:01,Domestic,2,United,UN475,01/01/13 09:01,Embraer 190,Monthly
JFK,MCO,1,1/1/13 13:00,Domestic,2,Air France,AI855,01/01/13 16:00,Boeing 777,Bi-Weekly
JFK,BOS,1,1/1/13 17:41,Domestic,2,Qatar Airways,QA830,01/01/13 19:11,Boeing 787,Bi-Weekly
JFK,DXB,1,1/1/13 13:02,International,2,Delta,DE740,01/02/13 01:02,Airbus A380,Bi-Weekly
JFK,LHR,1,1/1/13 08:51,International,2,Lufthansa,LU457,01/01/13 15:51,Airbus A380,Weekly
JFK,SYD,1,1/1/13 07:25,International,2,Air France,AI682,01/02/13 03:25,Boeing 737,Bi-Weekly
JFK,BOS,1,1/1/13 18:25,Domestic,2,Delta,DE811,01/01/13 19:55,Embraer 190,Daily
JFK,LHR,1,1/1/13 16:11,International,1,Delta,DE711,01/01/13 23:11,Embraer 190,Bi-Weekly
JFK,CLT,1,1/1/13 06:49,Domestic,0,United,UN477,01/01/13 08:49,Boeing 777,Bi-Weekly
JFK,FRA,1,1/1/13 16:41,International,2,British Airways,BR598,01/02/13 00:41,Boeing 737,Daily
JFK,ATL,1,1/1/13 07:54,Domestic,1,Emirates,EM336,01/01/13 09:54,Boeing 777,Weekly
JFK,ORD,1,1/1/13 06:59,Domestic,0,British Airways,BR998,01/01/13 09:29,Airbus A380,Daily
JFK,AMS,1,1/1/13 07:52,International,0,Air France,AI849,01/01/13 15:22,Boeing 777,Monthly
JFK,YYZ,1,1/1/13 15:29,International,0,Qatar Airways,QA107,01/01/13 16:59,Airbus A320,Daily
JFK,ORD,1,1/1/13 06:15,Domestic,2,American Airlines,AM258,01/01/13 08:45,Airbus A320,Daily
JFK,FRA,1,1/1/13 07:14,International,1,Emirates,EM605,01/01/13 15:14,Boeing 737,Daily
JFK,BOS,1,1/1/13 08:46,Domestic,1,Delta,DE992,01/01/13 10:16,Boeing 777,Monthly
JFK,CDG,1,1/1/13 08:43,International,0,United,UN347,01/01/13 16:13,Boeing 777,Daily
JFK,ATL,1,1/1/13 17:37,Domestic,2,Lufthansa,LU569,01/01/13 19:37,Embraer 190,Daily
JFK,CLT,1,1/1/13 18:42,Domestic,0,Emirates,EM657,01/01/13 20:42,Airbus A380,Bi-Weekly
JFK,SYD,1,1/1/13 16:54,International,2,Air France,AI816,01/02/13 12:54,Airbus A320,Monthly
JFK,YYZ,1,1/1/13 16:30,International,2,British Airways,BR800,01/01/13 18:00,Boeing 777,Daily
JFK,PVG,1,1/1/13 16:29,International,0,United,UN373,01/02/13 07:29,Embraer 190,Daily
JFK,MCO,1,1/1/13 07:27,Domestic,1,American Airlines,AM720,01/01/13 10:27,Boeing 787,Bi-Weekly
JFK,CLT,1,1/1/13 13:14,Domestic,0,American Airlines,AM645,01/01/13 15:14,Embraer 190,Weekly
JFK,ORD,1,1/1/13 06:06,Domestic,1,British Airways,BR542,01/01/13 08:36,Airbus A320,Daily
JFK,GRU,1,1/1/13 16:37,International,0,British Airways,BR441,01/02/13 02:37,Boeing 737,Bi-Weekly
JFK,BOS,1,1/1/13 16:11,Domestic,0,Emirates,EM162,01/01/13 17:41,Boeing 787,Bi-Weekly
JFK,BOS,1,1/1/13 14:51,Domestic,2,American Airlines,AM143,01/01/13 16:21,Airbus A320,Bi-Weekly
JFK,FRA,1,1/1/13 18:42,International,1,JetBlue,JE536,01/02/13 02:42,Boeing 777,Bi-Weekly
JFK,HND,1,1/1/13 16:31,International,0,British Airways,BR259,01/02/13 06:31,Boeing 787,Weekly
JFK,CDG,1,1/1/13 13:49,International,1,Delta,DE624,01/01/13 21:19,Airbus A320,Monthly
JFK,CLT,1,1/1/13 07:05,Domestic,1,Emirates,EM610,01/01/13 09:05,Boeing 787,Bi-Weekly
JFK,CLT,1,1/1/13 06:36,Domestic,2,Lufthansa,LU998,01/01/13 08:36,Boeing 777,Monthly
JFK,SYD,1,1/1/13 14:31,International,0,American Airlines,AM523,01/02/13 10:31,Embraer 190,Daily
JFK,AMS,1,1/1/13 18:43,International,1,Qatar Airways,QA717,01/02/13 02:13,Boeing 777,Weekly
JFK,PVG,1,1/1/13 17:29,International,2,United,UN192,01/02/13 08:29,Boeing 737,Monthly
JFK,PVG,1,1/1/13 06:39,International,2,Qatar Airways,QA212,01/01/13 21:39,Boeing 777,Bi-Weekly
JFK,LHR,1,1/1/13 14:19,International,2,Delta,DE840,01/01/13 21:19,Airbus A320,Weekly
JFK,BOS,1,1/1/13 17:55,Domestic,2,Emirates,EM217,01/01/13 19:25,Boeing 787,Bi-Weekly
JFK,FRA,1,1/1/13 15:40,International,0,British Airways,BR637,01/01/13 23:40,Boeing 737,Daily
JFK,PVG,1,1/1/13 16:12,International,1,JetBlue,JE307,01/02/13 07:12,Boeing 777,Weekly
JFK,FRA,1,1/1/13 13:45,International,1,JetBlue,JE337,01/01/13 21:45,Airbus A320,Monthly
JFK,BOS,1,1/1/13 17:33,Domestic,2,JetBlue,JE544,01/01/13 19:03,Airbus A380,Bi-Weekly
JFK,MCO,1,1/1/13 17:34,Domestic,0,United,UN303,01/01/13 20:34,Airbus A320,Weekly
JFK,ORD,1,1/1/13 13:19,Domestic,2,United,UN191,01/01/13 15:49,Boeing 777,Monthly
JFK,ATL,1,1/1/13 18:37,Domestic,0,Emirates,EM484,01/01/13 20:37,Boeing 777,Daily
JFK,DXB,1,1/1/13 07:46,International,1,Emirates,EM938,01/01/13 19:46,Boeing 737,Bi-Weekly
JFK,HND,1,1/1/13 17:03,International,1,Air France,AI684,01/02/13 07:03,Airbus A320,Weekly
JFK,ATL,1,1/1/13 16:43,Domestic,0,United,UN851,01/01/13 18:43,Embraer 190,Monthly
JFK,GRU,1,1/1/13 08:22,International,0,British Airways,BR500,01/01/13 18:22,Boeing 787,Bi-Weekly
JFK,ORD,1,1/1/13 15:21,Domestic,0,Lufthansa,LU605,01/01/13 17:51,Airbus A380,Bi-Weekly
JFK,BOS,1,1/1/13 06:19,Domestic,1,Air France,AI292,01/01/13 07:49,Boeing 777,Weekly
JFK,ORD,1,1/1/13 17:25,Domestic,0,American Airlines,AM699,01/01/13 19:55,Boeing 777,Daily
JFK,BOS,1,1/1/13 08:58,Domestic,1,Qatar Airways,QA711,01/01/13 10:28,Airbus A320,Monthly
JFK,MCO,1,1/1/13 15:58,Domestic,1,British Airways,BR455,01/01/13 18:58,Boeing 737,Bi-Weekly
JFK,LHR,1,1/1/13 18:06,International,2,Lufthansa,LU252,01/02/13 01:06,Airbus A320,Bi-Weekly
JFK,MCO,1,1/1/13 18:42,Domestic,1,Emirates,EM217,01/01/13 21:42,Airbus A380,Bi-Weekly
JFK,BOS,1,1/1/13 15:25,Domestic,2,JetBlue,JE309,01/01/13 16:55,Boeing 777,Bi-Weekly
JFK,BOS,1,1/1/13 06:17,Domestic,1,United,UN391,01/01/13 07:47,Airbus A380,Monthly
JFK,MCO,1,1/1/13 17:21,Domestic,1,American Airlines,AM996,01/01/13 20:21,Airbus A380,Daily
JFK,ORD,1,1/1/13 17:47,Domestic,2,Qatar Airways,QA402,01/01/13 20:17,Airbus A380,Bi-Weekly
JFK,YYZ,1,1/1/13 08:15,International,0,United,UN962,01/01/13 09:45,Airbus A380,Monthly
JFK,CLT,1,1/1/13 07:24,Domestic,0,JetBlue,JE528,01/01/13 09:24,Boeing 777,Monthly
JFK,LHR,1,1/1/13 13:20,International,1,JetBlue,JE429,01/01/13 20:20,Boeing 787,Weekly
JFK,MCO,1,1/1/13 14:05,Domestic,1,British Airways,BR550,01/01/13 17:05,Airbus A320,Weekly
JFK,CLT,1,1/1/13 12:12,Domestic,2,JetBlue,JE307,01/01/13 14:12,Embraer 190,Weekly
JFK,CLT,1,1/1/13 06:11,Domestic,0,Lufthansa,LU316,01/01/13 08:11,Airbus A380,Daily
JFK,MCO,1,1/1/13 14:33,Domestic,2,Emirates,EM360,01/01/13 17:33,Boeing 777,Bi-Weekly
JFK,CDG,1,1/1/13 07:50,International,1,Lufthansa,LU851,01/01/13 15:20,Airbus A320,Daily
JFK,LHR,1,1/1/13 13:18,International,1,Air France,AI854,01/01/13 20:18,Airbus A320,Weekly
JFK,ORD,1,1/1/13 08:32,Domestic,0,Lufthansa,LU717,01/01/13 11:02,Airbus A320,Bi-Weekly
JFK,YYZ,1,1/1/13 12:30,International,2,United,UN405,01/01/13 14:00,Airbus A320,Weekly
JFK,CLT,1,1/1/13 08:55,Domestic,1,British Airways,BR545,01/01/13 10:55,Airbus A380,Weekly
JFK,PVG,1,1/1/13 18:26,International,0,American Airlines,AM809,01/02/13 09:26,Embraer 190,Monthly
JFK,BOS,1,1/1/13 17:55,Domestic,1,Emirates,EM118,01/01/13 19:25,Airbus A320,Monthly
JFK,BOS,1,1/1/13 17:34,Domestic,2,United,UN480,01/01/13 19:04,Airbus A380,Monthly
JFK,CLT,1,1/1/13 15:46,Domestic,1,Emirates,EM740,01/01/13 17:46,Airbus A320,Daily
JFK,BOS,1,1/1/13 14:17,Domestic,1,Emirates,EM211,01/01/13 15:47,Boeing 737,Bi-Weekly
JFK,ATL,1,1/1/13 14:22,Domestic,1,Emirates,EM874,01/01/13 16:22,Boeing 777,Monthly
JFK,CDG,1,1/1/13 18:58,International,2,British Airways,BR824,01/02/13 02:28,Boeing 787,Weekly
JFK,SYD,1,1/1/13 14:22,International,0,Emirates,EM592,01/02/13 10:22,Boeing 737,Monthly
JFK,ATL,1,1/1/13 06:14,Domestic,0,British Airways,BR361,01/01/13 08:14,Airbus A320,Monthly
JFK,CLT,1,1/1/13 13:53,Domestic,1,United,UN508,01/01/13 15:53,Embraer 190,Monthly
JFK,CLT,1,1/1/13 15:57,Domestic,0,United,UN706,01/01/13 17:57,Boeing 787,Daily
JFK,ORD,1,1/1/13 18:04,Domestic,2,British Airways,BR866,01/01/13 20:34,Airbus A380,Bi-Weekly
JFK,LHR,1,1/1/13 08:17,International,1,Qatar Airways,QA545,01/01/13 15:17,Airbus A380,Weekly
JFK,DXB,1,1/1/13 13:25,International,2,United,UN320,01/02/13 01:25,Boeing 787,Weekly
JFK,ORD,1,1/1/13 13:20,Domestic,1,Emirates,EM437,01/01/13 15:50,Airbus A380,Monthly
JFK,BOS,1,1/1/13 08:35,Domestic,2,Lufthansa,LU294,01/01/13 10:05,Airbus A380,Weekly
